solver,Qwen3-0.6B-Base,Qwen3-1.7B-Base,Qwen3-4B-Base,Qwen3-8B-Base,Qwen3-14B-Base,Qwen3-0.6B,Qwen3-1.7B,Qwen3-4B,Qwen3-8B,Qwen3-14B,Qwen3-32B,Qwen2.5-0.5B-Base,Qwen2.5-1.5B-Base,Qwen2.5-3B-Base,Qwen2.5-7B-Base,Qwen2.5-14B-Base,Qwen2.5-32B-Base,Qwen2.5-72B-Base,Qwen2.5-0.5B,Qwen2.5-1.5B,Qwen2.5-3B,Qwen2.5-7B,Qwen2.5-14B,Qwen2.5-32B,Qwen2.5-72B,Llama3-1B-Base,Llama3-3B-Base,Llama3-8B-Base,Llama3-70B-Base,Llama3-1B,Llama3-3B,Llama3-8B,Llama3-70B,DeepSeek-1.5B,DeepSeek-7B,DeepSeek-14B,DeepSeek-32B
Qwen2.5-32B,0.007792,0.030749,0.059367,0.062745,0.065020,0.083009,0.079118,0.062257,0.080415,0.059663,0.072633,0.009511,0.000000,0.004038,0.024837,0.009790,0.076524,0.071708,0.015131,0.044271,0.080415,0.071336,0.072633,0.086900,0.089494,0.000000,0.000000,0.000000,0.000000,0.008427,0.038961,0.050198,0.077922,0.069281,0.076524,0.085603,0.083009
Qwen2.5-72B,0.005357,0.051823,0.179348,0.179348,0.167568,0.200000,0.192513,0.151515,0.172906,0.155080,0.165775,0.021696,0.000000,0.011278,0.072595,0.006623,0.187166,0.163303,0.010225,0.064865,0.192513,0.183601,0.176471,0.192513,0.201426,0.000000,0.000000,0.000000,0.000000,0.012821,0.110714,0.130996,0.180036,0.161580,0.194296,0.188948,0.188948
Llama3-1B-Base,0.000820,0.000000,0.000000,0.000000,0.000000,0.002459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000822,0.000824,0.000000,0.000000,0.000821,0.000000,0.000000,0.000822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000820,0.000820,0.002461,0.000820,0.000820,0.000000
Llama3-3B-Base,0.000000,0.000835,0.000000,0.000000,0.000000,0.008203,0.003284,0.004102,0.002461,0.000820,0.001641,0.002486,0.000000,0.000826,0.000823,0.000000,0.000000,0.000000,0.001663,0.002469,0.000821,0.002461,0.000000,0.000820,0.001641,0.000000,0.000000,0.000837,0.000000,0.002481,0.004108,0.004926,0.007383,0.004112,0.003281,0.005742,0.004922
Llama3-8B-Base,0.000000,0.000000,0.000000,0.000000,0.000000,0.004115,0.001646,0.000823,0.000000,0.000000,0.000823,0.001663,0.000836,0.000832,0.000000,0.000000,0.000000,0.000000,0.000000,0.003311,0.000824,0.000000,0.000823,0.000000,0.003292,0.000834,0.000833,0.000000,0.000000,0.000831,0.000824,0.003295,0.001646,0.005766,0.004119,0.002469,0.002469
Llama3-70B-Base,0.002486,0.001674,0.000000,0.001665,0.002481,0.004963,0.005790,0.003309,0.002481,0.002481,0.002481,0.003336,0.000000,0.000835,0.000831,0.001658,0.001656,0.002481,0.003350,0.001667,0.000828,0.002481,0.000827,0.005790,0.004963,0.000000,0.000000,0.000000,0.000842,0.000838,0.000827,0.004971,0.008271,0.004153,0.007444,0.002481,0.007444
Llama3-1B,0.006318,0.004817,0.049136,0.039305,0.047877,0.107304,0.073940,0.024346,0.021641,0.016231,0.017133,0.008539,0.000000,0.001914,0.020947,0.001002,0.013562,0.027174,0.006917,0.044749,0.090171,0.055906,0.026150,0.020739,0.027051,0.000000,0.000000,0.000000,0.000000,0.010142,0.028207,0.041933,0.027051,0.085377,0.093778,0.048693,0.036970
Llama3-3B,0.020661,0.075000,0.470085,0.451025,0.537344,0.663934,0.569672,0.280738,0.338115,0.243852,0.241803,0.115152,0.000000,0.083086,0.118834,0.057915,0.274227,0.308370,0.179310,0.329694,0.520492,0.502049,0.340164,0.315574,0.358607,0.000000,0.000000,0.000000,0.000000,0.089109,0.258621,0.376168,0.391393,0.581250,0.591376,0.456967,0.426230
Llama3-8B,0.008316,0.090909,0.394850,0.362613,0.405858,0.508299,0.475104,0.288382,0.327801,0.253112,0.240664,0.088235,0.000000,0.048780,0.132898,0.067568,0.284519,0.325328,0.160494,0.210412,0.432432,0.404564,0.348548,0.323651,0.375519,0.000000,0.000000,0.000000,0.000000,0.056391,0.220339,0.340090,0.373444,0.427966,0.481328,0.419087,0.381743
Llama3-70B,0.030837,0.240385,0.661972,0.653465,0.788546,0.851528,0.812227,0.668122,0.746725,0.611354,0.742358,0.296875,0.000000,0.120567,0.339535,0.300971,0.684211,0.750000,0.380000,0.500000,0.803493,0.759825,0.764192,0.777293,0.855895,0.000000,0.000000,0.000000,0.000000,0.367347,0.407407,0.635870,0.873362,0.750000,0.842795,0.834061,0.834061
DeepSeek-1.5B,0.000000,0.003311,0.006606,0.003309,0.001652,0.009083,0.004955,0.002477,0.001653,0.001652,0.002477,0.002490,0.001664,0.000000,0.004132,0.000828,0.000826,0.004129,0.002483,0.004963,0.008258,0.001652,0.003303,0.000826,0.000000,0.000000,0.000000,0.000000,0.000000,0.001664,0.001652,0.002479,0.001652,0.007432,0.007432,0.004129,0.003303
DeepSeek-7B,0.000000,0.004136,0.004967,0.006617,0.005790,0.006623,0.006617,0.004963,0.004136,0.004136,0.005790,0.002486,0.000833,0.002481,0.005795,0.001657,0.003309,0.004136,0.001663,0.003309,0.008271,0.005790,0.004136,0.004136,0.004136,0.000000,0.000000,0.000000,0.000000,0.000000,0.005790,0.004967,0.005790,0.005790,0.007444,0.006617,0.007444
DeepSeek-14B,0.002151,0.031216,0.040904,0.056383,0.060445,0.059511,0.062566,0.063627,0.065748,0.056204,0.063627,0.004479,0.005682,0.025641,0.047059,0.010661,0.046709,0.057264,0.021018,0.036247,0.066808,0.060445,0.061506,0.058324,0.063627,0.000000,0.000000,0.000000,0.000000,0.003405,0.049841,0.042689,0.066808,0.040340,0.056383,0.068929,0.068929
DeepSeek-32B,0.003575,0.002688,0.012500,0.015152,0.017794,0.020463,0.020463,0.016904,0.018683,0.018683,0.020463,0.000904,0.001820,0.004456,0.016071,0.004464,0.012467,0.016014,0.009874,0.007117,0.021352,0.015125,0.018683,0.019573,0.021352,0.000000,0.000000,0.000000,0.000000,0.000910,0.010676,0.014260,0.022242,0.016934,0.020517,0.022242,0.022242
